prompt_id,template_id,seed,setting,direct_exposure_score,ac_score,tsr_score
T27-V1,T27,29,No protection,1.000000,1.000000,1.000000
T27-V2,T27,29,No protection,0.999775,1.000000,1.000000
T27-V3,T27,29,No protection,1.000000,1.000000,1.000000
T27-V4,T27,29,No protection,1.000000,0.996509,0.995822
T27-V5,T27,29,No protection,1.000000,0.996533,0.998719
T27-V6,T27,29,No protection,1.000000,0.997670,1.000000
T27-V7,T27,29,No protection,1.000000,0.997114,0.995688
T27-V8,T27,29,No protection,1.000000,0.996700,0.997092
T28-V1,T28,29,No protection,0.999775,1.000000,1.000000
T28-V2,T28,29,No protection,1.000000,1.000000,1.000000
T28-V3,T28,29,No protection,1.000000,0.998509,0.998322
T28-V4,T28,29,No protection,1.000000,0.993733,0.995219
T28-V5,T28,29,No protection,1.000000,0.997670,1.000000
T28-V6,T28,29,No protection,1.000000,0.997114,0.995688
T28-V7,T28,29,No protection,1.000000,0.998700,0.999592
T28-V8,T28,29,No protection,1.000000,0.996765,0.995677
T29-V1,T29,29,No protection,1.000000,1.000000,1.000000
T29-V2,T29,29,No protection,1.000000,0.998509,0.998322
T29-V3,T29,29,No protection,1.000000,0.995733,0.997719
T29-V4,T29,29,No protection,1.000000,0.994870,0.996702
T29-V5,T29,29,No protection,1.000000,0.997114,0.995688
T29-V6,T29,29,No protection,1.000000,0.998700,0.999592
T29-V7,T29,29,No protection,1.000000,0.998765,0.998177
T29-V8,T29,29,No protection,1.000000,0.997567,0.997908
T30-V1,T30,29,No protection,1.000000,0.991289,0.991625
T30-V2,T30,29,No protection,1.000000,0.995743,0.992064
T30-V3,T30,29,No protection,1.000000,0.993975,0.992035
T30-V4,T30,29,No protection,1.000000,0.989478,0.990542
T30-V5,T30,29,No protection,1.000000,0.996493,0.994878
T30-V6,T30,29,No protection,1.000000,0.998282,0.995770
T30-V7,T30,29,No protection,1.000000,0.998778,0.999244
T30-V8,T30,29,No protection,1.000000,0.996507,0.995913
T31-V1,T31,29,No protection,1.000000,0.995743,0.992064
T31-V2,T31,29,No protection,1.000000,0.993975,0.992035
T31-V3,T31,29,No protection,1.000000,0.991478,0.993042
T31-V4,T31,29,No protection,1.000000,0.993693,0.991378
T31-V5,T31,29,No protection,1.000000,0.998282,0.995770
T31-V6,T31,29,No protection,1.000000,0.998778,0.999244
T31-V7,T31,29,No protection,1.000000,0.998507,0.998413
T31-V8,T31,29,No protection,1.000000,0.998034,0.996711
T32-V1,T32,29,No protection,1.000000,0.993975,0.992035
T32-V2,T32,29,No protection,1.000000,0.991478,0.993042
T32-V3,T32,29,No protection,1.000000,0.995693,0.993878
T32-V4,T32,29,No protection,1.000000,0.995482,0.992270
T32-V5,T32,29,No protection,1.000000,0.998778,0.999244
T32-V6,T32,29,No protection,1.000000,0.998507,0.998413
T32-V7,T32,29,No protection,1.000000,1.000000,0.999211
T32-V8,T32,29,No protection,1.000000,0.994909,0.993822
T01-V1,T01,43,No protection,0.998447,0.998096,0.992968
T01-V2,T01,43,No protection,0.998479,0.994187,0.996386
T01-V3,T01,43,No protection,1.000000,0.993296,0.995513
T01-V4,T01,43,No protection,1.000000,0.992053,0.993162
T01-V5,T01,43,No protection,1.000000,0.998163,0.996553
T01-V6,T01,43,No protection,0.997859,0.994080,0.992668
T01-V7,T01,43,No protection,0.995631,0.997932,1.000000
T01-V8,T01,43,No protection,0.996103,0.994547,0.993858
T02-V1,T02,43,No protection,0.998479,0.994187,0.996386
T02-V2,T02,43,No protection,1.000000,0.993296,0.995513
T02-V3,T02,43,No protection,1.000000,0.994053,0.995662
T02-V4,T02,43,No protection,1.000000,0.995363,0.993053
T02-V5,T02,43,No protection,0.997859,0.994080,0.992668
T02-V6,T02,43,No protection,0.995631,0.997932,1.000000
T02-V7,T02,43,No protection,0.994103,0.996547,0.996358
T02-V8,T02,43,No protection,0.999473,0.996343,0.994286
T03-V1,T03,43,No protection,1.000000,0.993296,0.995513
T03-V2,T03,43,No protection,1.000000,0.994053,0.995662
T03-V3,T03,43,No protection,1.000000,0.997363,0.995553
T03-V4,T03,43,No protection,1.000000,0.991280,0.989168
T03-V5,T03,43,No protection,0.995631,0.997932,1.000000
T03-V6,T03,43,No protection,0.994103,0.996547,0.996358
T03-V7,T03,43,No protection,0.997473,0.998343,0.996786
T03-V8,T03,43,No protection,0.997201,0.993644,0.994839
T04-V1,T04,43,No protection,1.000000,0.994053,0.995662
T04-V2,T04,43,No protection,1.000000,0.997363,0.995553
T04-V3,T04,43,No protection,0.998659,0.993280,0.991668
T04-V4,T04,43,No protection,0.998431,0.995132,0.996579
T04-V5,T04,43,No protection,0.994103,0.996547,0.996358
T04-V6,T04,43,No protection,0.997473,0.998343,0.996786
T04-V7,T04,43,No protection,0.995201,0.995644,0.997339
T04-V8,T04,43,No protection,0.996535,0.998841,0.998301
T05-V1,T05,43,No protection,1.000000,0.997363,0.995553
T05-V2,T05,43,No protection,0.998659,0.993280,0.991668
T05-V3,T05,43,No protection,0.996431,0.997132,0.999079
T05-V4,T05,43,No protection,0.996903,0.993747,0.992858
T05-V5,T05,43,No protection,0.997473,0.998343,0.996786
T05-V6,T05,43,No protection,0.995201,0.995644,0.997339
T05-V7,T05,43,No protection,0.994535,1.000000,1.000000
T05-V8,T05,43,No protection,0.996824,0.998300,0.995824
T06-V1,T06,43,No protection,1.000000,0.990880,0.988668
T06-V2,T06,43,No protection,0.998831,0.994732,0.996079
T06-V3,T06,43,No protection,0.997303,0.993347,0.992358
T06-V4,T06,43,No protection,1.000000,0.993143,0.990286
T06-V5,T06,43,No protection,0.997601,0.993244,0.994339
T06-V6,T06,43,No protection,0.996935,0.998441,0.997801
T06-V7,T06,43,No protection,0.997224,0.997900,0.995324
T06-V8,T06,43,No protection,1.000000,0.991036,0.989971
T07-V1,T07,43,No protection,0.998831,0.994732,0.996079
T07-V2,T07,43,No protection,0.997303,0.993347,0.992358
T07-V3,T07,43,No protection,1.000000,0.995143,0.992786
T07-V4,T07,43,No protection,1.000000,0.990444,0.990839
T07-V5,T07,43,No protection,0.996935,0.998441,0.997801
T07-V6,T07,43,No protection,0.997224,0.997900,0.995324
T07-V7,T07,43,No protection,1.000000,0.993036,0.992471
T07-V8,T07,43,No protection,1.000000,0.990912,0.993650
T08-V1,T08,43,No protection,0.997303,0.993347,0.992358
T08-V2,T08,43,No protection,1.000000,0.995143,0.992786
T08-V3,T08,43,No protection,0.998401,0.992444,0.993339
T08-V4,T08,43,No protection,0.999735,0.995641,0.994301
T08-V5,T08,43,No protection,0.997224,0.997900,0.995324
T08-V6,T08,43,No protection,1.000000,0.993036,0.992471
T08-V7,T08,43,No protection,1.000000,0.992912,0.996150
T08-V8,T08,43,No protection,0.999980,0.992808,0.992280
T09-V1,T09,43,No protection,0.998273,0.997543,0.995786
T09-V2,T09,43,No protection,0.996001,0.994844,0.996339
T09-V3,T09,43,No protection,0.995335,1.000000,0.999801
T09-V4,T09,43,No protection,0.997624,0.997500,0.994824
T09-V5,T09,43,No protection,0.997808,0.995436,0.995471
T09-V6,T09,43,No protection,0.998035,0.995312,0.999150
T09-V7,T09,43,No protection,0.995580,0.997208,0.997780
T09-V8,T09,43,No protection,1.000000,0.992981,0.992268
T10-V1,T10,43,No protection,0.998447,0.998096,0.992968
T10-V2,T10,43,No protection,0.998479,0.994187,0.996386
T10-V3,T10,43,No protection,1.000000,0.993296,0.995513
T10-V4,T10,43,No protection,1.000000,0.992053,0.993162
T10-V5,T10,43,No protection,1.000000,0.998163,0.996553
T10-V6,T10,43,No protection,0.997859,0.994080,0.992668
T10-V7,T10,43,No protection,0.995631,0.997932,1.000000
T10-V8,T10,43,No protection,0.996103,0.994547,0.993858
T11-V1,T11,43,No protection,0.998479,0.994187,0.996386
T11-V2,T11,43,No protection,1.000000,0.993296,0.995513
T11-V3,T11,43,No protection,1.000000,0.994053,0.995662
T11-V4,T11,43,No protection,1.000000,0.995363,0.993053
T11-V5,T11,43,No protection,0.997859,0.994080,0.992668
T11-V6,T11,43,No protection,0.995631,0.997932,1.000000
T11-V7,T11,43,No protection,0.994103,0.996547,0.996358
T11-V8,T11,43,No protection,0.999473,0.996343,0.994286
T12-V1,T12,43,No protection,1.000000,0.993296,0.995513
T12-V2,T12,43,No protection,1.000000,0.994053,0.995662
T12-V3,T12,43,No protection,1.000000,0.997363,0.995553
T12-V4,T12,43,No protection,1.000000,0.991280,0.989168
T12-V5,T12,43,No protection,0.995631,0.997932,1.000000
T12-V6,T12,43,No protection,0.994103,0.996547,0.996358
T12-V7,T12,43,No protection,0.997473,0.998343,0.996786
T12-V8,T12,43,No protection,0.997201,0.993644,0.994839
T13-V1,T13,43,No protection,1.000000,0.994053,0.995662
T13-V2,T13,43,No protection,1.000000,0.997363,0.995553
T13-V3,T13,43,No protection,0.998659,0.993280,0.991668
T13-V4,T13,43,No protection,0.998431,0.995132,0.996579
T13-V5,T13,43,No protection,0.994103,0.996547,0.996358
T13-V6,T13,43,No protection,0.997473,0.998343,0.996786
T13-V7,T13,43,No protection,0.995201,0.995644,0.997339
T13-V8,T13,43,No protection,0.996535,0.998841,0.998301
T14-V1,T14,43,No protection,1.000000,0.994963,0.992553
T14-V2,T14,43,No protection,1.000000,0.990880,0.988668
T14-V3,T14,43,No protection,0.998831,0.994732,0.996079
T14-V4,T14,43,No protection,0.999303,0.991347,0.989858
T14-V5,T14,43,No protection,0.999873,0.995943,0.993786
T14-V6,T14,43,No protection,0.997601,0.993244,0.994339
T14-V7,T14,43,No protection,0.996935,0.998441,0.997801
T14-V8,T14,43,No protection,0.999224,0.995900,0.992824
T15-V1,T15,43,No protection,1.000000,0.990880,0.988668
T15-V2,T15,43,No protection,0.998831,0.994732,0.996079
T15-V3,T15,43,No protection,0.997303,0.993347,0.992358
T15-V4,T15,43,No protection,1.000000,0.993143,0.990286
T15-V5,T15,43,No protection,0.997601,0.993244,0.994339
T15-V6,T15,43,No protection,0.996935,0.998441,0.997801
T15-V7,T15,43,No protection,0.997224,0.997900,0.995324
T15-V8,T15,43,No protection,1.000000,0.991036,0.989971
T16-V1,T16,43,No protection,0.998831,0.994732,0.996079
T16-V2,T16,43,No protection,0.997303,0.993347,0.992358
T16-V3,T16,43,No protection,1.000000,0.995143,0.992786
T16-V4,T16,43,No protection,1.000000,0.990444,0.990839
T16-V5,T16,43,No protection,0.996935,0.998441,0.997801
T16-V6,T16,43,No protection,0.997224,0.997900,0.995324
T16-V7,T16,43,No protection,1.000000,0.993036,0.992471
T16-V8,T16,43,No protection,1.000000,0.990912,0.993650
T17-V1,T17,43,No protection,0.996503,0.994147,0.993358
T17-V2,T17,43,No protection,0.999873,0.995943,0.993786
T17-V3,T17,43,No protection,0.997601,0.993244,0.994339
T17-V4,T17,43,No protection,0.998935,0.996441,0.995301
T17-V5,T17,43,No protection,0.996424,0.998700,0.996324
T17-V6,T17,43,No protection,0.999408,0.993836,0.993471
T17-V7,T17,43,No protection,0.999635,0.993712,0.997150
T17-V8,T17,43,No protection,0.999180,0.993608,0.993280
T18-V1,T18,43,No protection,0.999873,0.995943,0.993786
T18-V2,T18,43,No protection,0.997601,0.993244,0.994339
T18-V3,T18,43,No protection,0.996935,0.998441,0.997801
T18-V4,T18,43,No protection,0.999224,0.995900,0.992824
T18-V5,T18,43,No protection,0.999408,0.993836,0.993471
T18-V6,T18,43,No protection,0.999635,0.993712,0.997150
T18-V7,T18,43,No protection,0.997180,0.995608,0.995780
T18-V8,T18,43,No protection,1.000000,0.991381,0.990268
T19-V1,T19,43,No protection,0.997601,0.993244,0.994339
T19-V2,T19,43,No protection,0.996935,0.998441,0.997801
T19-V3,T19,43,No protection,0.997224,0.997900,0.995324
T19-V4,T19,43,No protection,1.000000,0.991036,0.989971
T19-V5,T19,43,No protection,0.999635,0.993712,0.997150
T19-V6,T19,43,No protection,0.997180,0.995608,0.995780
T19-V7,T19,43,No protection,1.000000,0.993381,0.992768
T19-V8,T19,43,No protection,0.999409,0.991911,0.989609
T20-V1,T20,43,No protection,1.000000,0.992587,0.994386
T20-V2,T20,43,No protection,1.000000,0.991696,0.993513
T20-V3,T20,43,No protection,1.000000,0.992453,0.993662
T20-V4,T20,43,No protection,1.000000,0.993763,0.991053
T20-V5,T20,43,No protection,0.999459,0.992480,0.990668
T20-V6,T20,43,No protection,0.997231,0.996332,0.998079
T20-V7,T20,43,No protection,0.995703,0.994947,0.994358
T20-V8,T20,43,No protection,1.000000,0.994743,0.992286
T21-V1,T21,43,No protection,1.000000,0.991696,0.993513
T21-V2,T21,43,No protection,1.000000,0.992453,0.993662
T21-V3,T21,43,No protection,1.000000,0.995763,0.993553
T21-V4,T21,43,No protection,1.000000,0.989680,0.987168
T21-V5,T21,43,No protection,0.997231,0.996332,0.998079
T21-V6,T21,43,No protection,0.995703,0.994947,0.994358
T21-V7,T21,43,No protection,0.999073,0.996743,0.994786
T21-V8,T21,43,No protection,0.998801,0.992044,0.992839
T22-V1,T22,43,No protection,1.000000,0.990053,0.990662
T22-V2,T22,43,No protection,1.000000,0.993363,0.990553
T22-V3,T22,43,No protection,1.000000,0.989280,0.986668
T22-V4,T22,43,No protection,1.000000,0.991132,0.991579
T22-V5,T22,43,No protection,0.998103,0.992547,0.991358
T22-V6,T22,43,No protection,1.000000,0.994343,0.991786
T22-V7,T22,43,No protection,0.999201,0.991644,0.992339
T22-V8,T22,43,No protection,1.000000,0.994841,0.993301
T23-V1,T23,43,No protection,1.000000,0.993363,0.990553
T23-V2,T23,43,No protection,1.000000,0.989280,0.986668
T23-V3,T23,43,No protection,1.000000,0.993132,0.994079
T23-V4,T23,43,No protection,1.000000,0.989747,0.987858
T23-V5,T23,43,No protection,1.000000,0.994343,0.991786
T23-V6,T23,43,No protection,0.999201,0.991644,0.992339
T23-V7,T23,43,No protection,0.998535,0.996841,0.995801
T23-V8,T23,43,No protection,1.000000,0.994300,0.990824
T24-V1,T24,43,No protection,1.000000,0.989280,0.986668
T24-V2,T24,43,No protection,1.000000,0.993132,0.994079
T24-V3,T24,43,No protection,0.998903,0.991747,0.990358
T24-V4,T24,43,No protection,1.000000,0.991543,0.988286
T24-V5,T24,43,No protection,0.999201,0.991644,0.992339
T24-V6,T24,43,No protection,0.998535,0.996841,0.995801
T24-V7,T24,43,No protection,0.998824,0.996300,0.993324
T24-V8,T24,43,No protection,1.000000,0.989436,0.987971
T25-V1,T25,43,No protection,0.998031,0.995532,0.997079
T25-V2,T25,43,No protection,0.996503,0.994147,0.993358
T25-V3,T25,43,No protection,0.999873,0.995943,0.993786
T25-V4,T25,43,No protection,0.999601,0.991244,0.991839
T25-V5,T25,43,No protection,0.996135,0.999241,0.998801
T25-V6,T25,43,No protection,0.996424,0.998700,0.996324
T25-V7,T25,43,No protection,0.999408,0.993836,0.993471
T25-V8,T25,43,No protection,1.000000,0.991712,0.994650
T26-V1,T26,43,No protection,0.996503,0.994147,0.993358
T26-V2,T26,43,No protection,0.999873,0.995943,0.993786
T26-V3,T26,43,No protection,0.997601,0.993244,0.994339
T26-V4,T26,43,No protection,0.998935,0.996441,0.995301
T26-V5,T26,43,No protection,0.996424,0.998700,0.996324
T26-V6,T26,43,No protection,0.999408,0.993836,0.993471
T26-V7,T26,43,No protection,0.999635,0.993712,0.997150
T26-V8,T26,43,No protection,0.999180,0.993608,0.993280
T27-V1,T27,43,No protection,0.999873,0.995943,0.993786
T27-V2,T27,43,No protection,0.997601,0.993244,0.994339
T27-V3,T27,43,No protection,0.996935,0.998441,0.997801
T27-V4,T27,43,No protection,0.999224,0.995900,0.992824
T27-V5,T27,43,No protection,0.999408,0.993836,0.993471
T27-V6,T27,43,No protection,0.999635,0.993712,0.997150
T27-V7,T27,43,No protection,0.997180,0.995608,0.995780
T27-V8,T27,43,No protection,1.000000,0.991381,0.990268
T28-V1,T28,43,No protection,0.997601,0.993244,0.994339
T28-V2,T28,43,No protection,0.996935,0.998441,0.997801
T28-V3,T28,43,No protection,0.997224,0.997900,0.995324
T28-V4,T28,43,No protection,1.000000,0.991036,0.989971
T28-V5,T28,43,No protection,0.999635,0.993712,0.997150
T28-V6,T28,43,No protection,0.997180,0.995608,0.995780
T28-V7,T28,43,No protection,1.000000,0.993381,0.992768
T28-V8,T28,43,No protection,0.999409,0.991911,0.989609
T29-V1,T29,43,No protection,0.996935,0.998441,0.997801
T29-V2,T29,43,No protection,0.997224,0.997900,0.995324
T29-V3,T29,43,No protection,1.000000,0.993036,0.992471
T29-V4,T29,43,No protection,1.000000,0.990912,0.993650
T29-V5,T29,43,No protection,0.997180,0.995608,0.995780
T29-V6,T29,43,No protection,1.000000,0.993381,0.992768
T29-V7,T29,43,No protection,0.997409,0.993911,0.992109
T29-V8,T29,43,No protection,1.000000,0.991878,0.990976
T30-V1,T30,43,No protection,1.000000,0.989296,0.990513
T30-V2,T30,43,No protection,1.000000,0.990053,0.990662
T30-V3,T30,43,No protection,1.000000,0.993363,0.990553
T30-V4,T30,43,No protection,1.000000,0.987280,0.984168
T30-V5,T30,43,No protection,0.999631,0.993932,0.995079
T30-V6,T30,43,No protection,0.998103,0.992547,0.991358
T30-V7,T30,43,No protection,1.000000,0.994343,0.991786
T30-V8,T30,43,No protection,1.000000,0.989644,0.989839
T31-V1,T31,43,No protection,1.000000,0.990053,0.990662
T31-V2,T31,43,No protection,1.000000,0.993363,0.990553
T31-V3,T31,43,No protection,1.000000,0.989280,0.986668
T31-V4,T31,43,No protection,1.000000,0.991132,0.991579
T31-V5,T31,43,No protection,0.998103,0.992547,0.991358
T31-V6,T31,43,No protection,1.000000,0.994343,0.991786
T31-V7,T31,43,No protection,0.999201,0.991644,0.992339
T31-V8,T31,43,No protection,1.000000,0.994841,0.993301
T32-V1,T32,43,No protection,1.000000,0.993363,0.990553
T32-V2,T32,43,No protection,1.000000,0.989280,0.986668
T32-V3,T32,43,No protection,1.000000,0.993132,0.994079
T32-V4,T32,43,No protection,1.000000,0.989747,0.987858
T32-V5,T32,43,No protection,1.000000,0.994343,0.991786
T32-V6,T32,43,No protection,0.999201,0.991644,0.992339
T32-V7,T32,43,No protection,0.998535,0.996841,0.995801
T32-V8,T32,43,No protection,1.000000,0.994300,0.990824
T01-V1,T01,71,No protection,1.000000,1.000000,1.000000
T01-V2,T01,71,No protection,1.000000,0.998289,0.999242
T01-V3,T01,71,No protection,1.000000,1.000000,0.997943
T01-V4,T01,71,No protection,1.000000,0.996341,0.997537
T01-V5,T01,71,No protection,1.000000,1.000000,0.998467
T01-V6,T01,71,No protection,1.000000,0.998723,0.997922
T01-V7,T01,71,No protection,1.000000,1.000000,1.000000
T01-V8,T01,71,No protection,1.000000,1.000000,1.000000
T02-V1,T02,71,No protection,1.000000,0.998289,0.999242
T02-V2,T02,71,No protection,1.000000,1.000000,0.997943
T02-V3,T02,71,No protection,1.000000,0.998341,1.000000
T02-V4,T02,71,No protection,1.000000,0.999714,0.994967
T02-V5,T02,71,No protection,1.000000,0.998723,0.997922
T02-V6,T02,71,No protection,1.000000,1.000000,1.000000
T02-V7,T02,71,No protection,1.000000,1.000000,1.000000
T02-V8,T02,71,No protection,1.000000,1.000000,0.999500
T03-V1,T03,71,No protection,1.000000,1.000000,0.997943
T03-V2,T03,71,No protection,1.000000,0.998341,1.000000
T03-V3,T03,71,No protection,1.000000,1.000000,0.997467
T03-V4,T03,71,No protection,1.000000,0.995923,0.994422
T03-V5,T03,71,No protection,1.000000,1.000000,1.000000
T03-V6,T03,71,No protection,1.000000,1.000000,1.000000
T03-V7,T03,71,No protection,0.999882,1.000000,1.000000
T03-V8,T03,71,No protection,1.000000,1.000000,0.998961
T04-V1,T04,71,No protection,1.000000,0.998341,1.000000
T04-V2,T04,71,No protection,1.000000,1.000000,0.997467
T04-V3,T04,71,No protection,1.000000,0.997923,0.996922
T04-V4,T04,71,No protection,1.000000,1.000000,0.998920
T04-V5,T04,71,No protection,1.000000,1.000000,1.000000
T04-V6,T04,71,No protection,0.999882,1.000000,1.000000
T04-V7,T04,71,No protection,1.000000,1.000000,1.000000
T04-V8,T04,71,No protection,1.000000,1.000000,0.998882
T05-V1,T05,71,No protection,1.000000,1.000000,0.997467
T05-V2,T05,71,No protection,1.000000,0.997923,0.996922
T05-V3,T05,71,No protection,1.000000,1.000000,1.000000
T05-V4,T05,71,No protection,1.000000,1.000000,1.000000
T05-V5,T05,71,No protection,0.999882,1.000000,1.000000
T05-V6,T05,71,No protection,1.000000,1.000000,1.000000
T05-V7,T05,71,No protection,1.000000,1.000000,1.000000
T05-V8,T05,71,No protection,1.000000,0.998943,1.000000
T06-V1,T06,71,No protection,1.000000,0.995523,0.993922
T06-V2,T06,71,No protection,1.000000,1.000000,0.998420
T06-V3,T06,71,No protection,1.000000,1.000000,1.000000
T06-V4,T06,71,No protection,1.000000,0.998530,0.995500
T06-V5,T06,71,No protection,1.000000,0.999900,0.998461
T06-V6,T06,71,No protection,1.000000,1.000000,0.998382
T06-V7,T06,71,No protection,1.000000,0.998543,0.999730
T06-V8,T06,71,No protection,1.000000,0.999422,0.998844
T07-V1,T07,71,No protection,1.000000,1.000000,0.998420
